Date,Location,Rainfall,Evaporation,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,Humidity9am,Pressure9am,Cloud9am,RainToday,RainTomorrow,State,AvgTemp,TempDiff,RainfallTomorrow,delta_Rainfall,delta_Evaporation,delta_WindGustSpeed,delta_Humidity9am,delta_Pressure9am,delta_Cloud9am,delta_AvgTemp,delta_TempDiff
2015-04-16,AliceSprings,0.0,9.2,W,52.0,N,NW,29.0,1017.4,5.0,No,Yes,Northern Territory,27.650000000000002,17.099999999999998,5.2,0.0,0.3999999999999986,17.0,13.0,0.6999999999999318,-1.0,-2.774999999999995,-4.599999999999998
2015-04-17,AliceSprings,5.2,7.0,SSW,26.0,SSE,SSE,92.0,1018.5,8.0,Yes,Yes,Northern Territory,18.349999999999998,1.6000000000000014,2.4,5.2,-2.1999999999999993,-26.0,63.0,1.1000000000000227,3.0,-9.300000000000004,-15.499999999999996
2015-04-18,AliceSprings,2.4,2.4,SE,31.0,SE,SE,74.0,1020.5,8.0,Yes,No,Northern Territory,17.6,2.5,0.0,-2.8000000000000003,-4.6,5.0,-18.0,2.0,0.0,-0.7499999999999964,0.8999999999999986
2015-04-19,AliceSprings,0.0,2.4,SE,48.0,ESE,SE,68.0,1025.0,6.0,No,No,Northern Territory,17.075,9.0,0.0,-2.4,0.0,17.0,-6.0,4.5,-2.0,-0.5250000000000021,6.5
2015-04-20,AliceSprings,0.0,7.6,ESE,52.0,ESE,SE,44.0,1027.7,7.0,No,No,Northern Territory,15.45,6.1,0.0,0.0,5.199999999999999,4.0,-24.0,2.7000000000000455,1.0,-1.625,-2.9000000000000004
2015-04-21,AliceSprings,0.0,8.6,ESE,48.0,ESE,ESE,27.0,1025.3,3.0,No,No,Northern Territory,14.3,12.799999999999999,0.0,0.0,1.0,-4.0,-17.0,-2.400000000000091,-4.0,-1.1499999999999986,6.699999999999999
2015-04-22,AliceSprings,0.0,7.6,SSE,39.0,ESE,ESE,40.0,1021.8,6.0,No,No,Northern Territory,15.475000000000001,16.4,0.0,0.0,-1.0,-9.0,13.0,-3.5,3.0,1.1750000000000007,3.5999999999999996
2015-04-23,AliceSprings,0.0,6.0,SE,19.0,ESE,ENE,45.0,1017.6,7.0,No,No,Northern Territory,17.625,10.2,0.0,0.0,-1.5999999999999996,-20.0,5.0,-4.199999999999932,1.0,2.1499999999999986,-6.199999999999999
2015-04-24,AliceSprings,0.0,3.8,S,37.0,WNW,SSW,24.0,1016.5,1.0,No,No,Northern Territory,20.825,13.600000000000001,0.0,0.0,-2.2,18.0,-21.0,-1.1000000000000227,-6.0,3.1999999999999993,3.400000000000002
2015-04-25,AliceSprings,0.0,7.2,S,44.0,S,S,42.0,1022.1,0.0,No,No,Northern Territory,15.774999999999999,12.700000000000001,0.0,0.0,3.4000000000000004,7.0,18.0,5.600000000000023,-1.0,-5.050000000000001,-0.9000000000000004
2015-04-26,AliceSprings,0.0,7.0,ESE,39.0,SE,SE,39.0,1023.4,1.0,No,No,Northern Territory,15.625,17.1,0.0,0.0,-0.20000000000000018,-5.0,-3.0,1.2999999999999545,1.0,-0.14999999999999858,4.4
2015-04-27,AliceSprings,0.0,6.0,SE,48.0,ESE,SE,70.0,1023.8,7.0,No,No,Northern Territory,15.350000000000001,14.0,0.0,0.0,-1.0,9.0,31.0,0.39999999999997726,6.0,-0.2749999999999986,-3.1000000000000014
2015-04-28,AliceSprings,0.0,4.6,SE,52.0,ESE,SE,44.0,1024.8,0.0,No,No,Northern Territory,14.174999999999999,16.1,0.0,0.0,-1.4000000000000004,4.0,-26.0,1.0,-7.0,-1.1750000000000025,2.1000000000000014
2015-04-29,AliceSprings,0.0,6.0,SE,39.0,ESE,ESE,41.0,1025.0,1.0,No,No,Northern Territory,13.35,15.899999999999999,0.0,0.0,1.4000000000000004,-13.0,-3.0,0.20000000000004547,1.0,-0.8249999999999993,-0.20000000000000284
2015-04-30,AliceSprings,0.0,9.0,ESE,37.0,E,ESE,41.0,1022.8,1.0,No,No,Northern Territory,13.1,18.2,0.0,0.0,3.0,-2.0,0.0,-2.2000000000000455,0.0,-0.25,2.3000000000000007
2015-05-01,AliceSprings,0.0,12.0,E,30.0,ESE,ESE,33.0,1021.0,1.0,No,No,Northern Territory,14.725000000000001,21.4,0.0,0.0,3.0,-7.0,-8.0,-1.7999999999999545,0.0,1.6250000000000018,3.1999999999999993
2015-05-02,AliceSprings,0.0,7.2,ESE,31.0,ESE,SE,23.0,1020.6,5.0,No,No,Northern Territory,18.225,17.5,0.0,0.0,-4.8,1.0,-10.0,-0.39999999999997726,4.0,3.5,-3.8999999999999986
2015-05-03,AliceSprings,0.0,5.8,NE,26.0,ESE,SE,25.0,1020.2,1.0,No,No,Northern Territory,18.875,20.799999999999997,0.0,0.0,-1.4000000000000004,-5.0,2.0,-0.39999999999997726,-4.0,0.6499999999999986,3.299999999999997
2015-05-04,AliceSprings,0.0,5.4,N,24.0,N,NW,20.0,1016.9,1.0,No,No,Northern Territory,24.075,24.199999999999996,0.0,0.0,-0.39999999999999947,-2.0,-5.0,-3.300000000000068,0.0,5.199999999999999,3.3999999999999986
2015-05-05,AliceSprings,0.0,8.0,SSW,41.0,S,SSE,46.0,1018.6,0.0,No,No,Northern Territory,20.725,10.399999999999999,0.0,0.0,2.5999999999999996,17.0,26.0,1.7000000000000455,-1.0,-3.349999999999998,-13.799999999999997
2015-05-06,AliceSprings,0.0,7.6,ESE,43.0,SE,SE,34.0,1024.1,0.0,No,No,Northern Territory,15.8,15.9,0.0,0.0,-0.40000000000000036,2.0,-12.0,5.499999999999886,0.0,-4.925000000000001,5.500000000000002
2015-05-07,AliceSprings,0.0,7.4,SE,48.0,ESE,SE,48.0,1027.2,0.0,No,No,Northern Territory,14.875,16.0,0.0,0.0,-0.1999999999999993,5.0,14.0,3.1000000000001364,0.0,-0.9250000000000007,0.09999999999999964
2015-05-08,AliceSprings,0.0,5.8,ESE,39.0,E,ESE,49.0,1025.0,0.0,No,No,Northern Territory,14.524999999999999,16.5,0.0,0.0,-1.6000000000000005,-9.0,1.0,-2.2000000000000455,0.0,-0.3500000000000014,0.5
2015-05-09,AliceSprings,0.0,3.4,ESE,31.0,E,SE,38.0,1022.9,1.0,No,No,Northern Territory,15.075,19.0,0.0,0.0,-2.4,-8.0,-11.0,-2.1000000000000227,1.0,0.5500000000000007,2.5
2015-05-10,AliceSprings,0.0,5.4,ESE,37.0,ESE,SSE,37.0,1023.7,2.0,No,No,Northern Territory,15.9,19.4,0.0,0.0,2.0000000000000004,6.0,-1.0,0.8000000000000682,1.0,0.8250000000000011,0.3999999999999986
2015-05-11,AliceSprings,0.0,5.6,SE,35.0,SW,SE,38.0,1024.4,3.0,No,No,Northern Territory,16.625,19.1,0.0,0.0,0.1999999999999993,-2.0,1.0,0.7000000000000455,1.0,0.7249999999999996,-0.29999999999999716
2015-05-12,AliceSprings,0.0,6.0,SSE,31.0,ESE,SSE,59.0,1023.3,1.0,No,No,Northern Territory,16.525,18.2,0.0,0.0,0.40000000000000036,-4.0,21.0,-1.1000000000001364,-2.0,-0.10000000000000142,-0.9000000000000021
2015-05-13,AliceSprings,0.0,7.4,ESE,52.0,SE,SE,52.0,1028.5,7.0,No,No,Northern Territory,14.8,8.2,0.0,0.0,1.4000000000000004,21.0,-7.0,5.2000000000000455,6.0,-1.7249999999999979,-10.0
2015-05-14,AliceSprings,0.0,4.8,ESE,59.0,ESE,SE,30.0,1032.5,1.0,No,No,Northern Territory,10.45,14.700000000000001,0.0,0.0,-2.6000000000000005,7.0,-22.0,4.0,-6.0,-4.350000000000001,6.500000000000002
2015-05-15,AliceSprings,0.0,5.6,E,50.0,ESE,SE,52.0,1031.0,1.0,No,No,Northern Territory,10.55,16.7,0.0,0.0,0.7999999999999998,-9.0,22.0,-1.5,0.0,0.10000000000000142,1.9999999999999982
2015-05-16,AliceSprings,0.0,7.0,E,39.0,ESE,E,51.0,1026.8,0.0,No,No,Northern Territory,11.075,20.0,0.0,0.0,1.4000000000000004,-11.0,-1.0,-4.2000000000000455,-1.0,0.5249999999999986,3.3000000000000007
2015-05-17,AliceSprings,0.0,4.6,E,37.0,ESE,ESE,40.0,1024.2,0.0,No,No,Northern Territory,14.775,22.4,0.0,0.0,-2.4000000000000004,-2.0,-11.0,-2.599999999999909,0.0,3.700000000000001,2.3999999999999986
2015-05-18,AliceSprings,0.0,4.0,NNW,39.0,ESE,NNW,56.0,1020.7,5.0,No,No,Northern Territory,19.049999999999997,21.5,0.0,0.0,-0.5999999999999996,2.0,16.0,-3.5,5.0,4.274999999999997,-0.8999999999999986
2015-05-19,AliceSprings,0.0,4.2,SSE,22.0,SW,NNE,29.0,1019.2,4.0,No,No,Northern Territory,20.1,15.999999999999998,0.0,0.0,0.20000000000000018,-17.0,-27.0,-1.5,-1.0,1.0500000000000043,-5.500000000000002
2015-05-20,AliceSprings,0.0,4.8,ESE,31.0,S,S,37.0,1021.8,7.0,No,No,Northern Territory,19.95,9.0,0.0,0.0,0.5999999999999996,9.0,8.0,2.599999999999909,3.0,-0.15000000000000213,-6.999999999999998
2015-05-21,AliceSprings,0.0,5.6,SSE,37.0,SE,SE,44.0,1027.5,7.0,No,No,Northern Territory,15.15,6.899999999999999,0.0,0.0,0.7999999999999998,6.0,7.0,5.7000000000000455,0.0,-4.799999999999999,-2.1000000000000014
2015-05-22,AliceSprings,0.0,4.6,E,43.0,ESE,ESE,47.0,1028.1,6.0,No,No,Northern Territory,10.95,15.3,0.0,0.0,-1.0,6.0,3.0,0.599999999999909,-1.0,-4.200000000000001,8.400000000000002
2015-05-23,AliceSprings,0.0,5.6,E,39.0,E,ESE,47.0,1026.0,4.0,No,No,Northern Territory,11.024999999999999,20.0,0.0,0.0,1.0,-4.0,0.0,-2.099999999999909,-2.0,0.07499999999999929,4.699999999999999
2015-05-24,AliceSprings,0.0,3.2,ENE,30.0,E,SE,37.0,1023.3,3.0,No,No,Northern Territory,14.05,20.5,0.0,0.0,-2.3999999999999995,-9.0,-10.0,-2.7000000000000455,-1.0,3.025000000000002,0.5
2015-05-25,AliceSprings,0.0,3.8,ESE,26.0,NW,SSW,38.0,1023.7,6.0,No,No,Northern Territory,16.85,14.600000000000001,0.0,0.0,0.5999999999999996,-4.0,1.0,0.40000000000009095,3.0,2.8000000000000007,-5.899999999999999
2015-05-26,AliceSprings,0.0,2.4,ESE,26.0,ESE,ESE,45.0,1023.9,6.0,No,No,Northern Territory,20.225,14.799999999999999,0.0,0.0,-1.4,0.0,7.0,0.1999999999999318,0.0,3.375,0.1999999999999975
2015-05-27,AliceSprings,0.0,3.6,E,30.0,ESE,ESE,52.0,1021.6,4.0,No,No,Northern Territory,22.1,15.000000000000002,0.0,0.0,1.2000000000000002,4.0,7.0,-2.2999999999999545,-2.0,1.875,0.20000000000000284
2015-05-28,AliceSprings,0.0,5.6,ENE,30.0,ESE,SSE,65.0,1020.4,6.0,No,No,Northern Territory,21.875,17.4,0.0,0.0,1.9999999999999996,0.0,13.0,-1.2000000000000455,2.0,-0.22500000000000142,2.399999999999997
2015-05-29,AliceSprings,0.0,4.0,E,24.0,SE,SE,67.0,1021.7,2.0,No,No,Northern Territory,21.075,19.9,0.0,0.0,-1.5999999999999996,-6.0,2.0,1.3000000000000682,-4.0,-0.8000000000000007,2.5
2015-05-30,AliceSprings,0.0,5.0,SSE,37.0,SE,SSE,80.0,1021.9,6.0,No,No,Northern Territory,18.95,11.6,0.0,0.0,1.0,13.0,13.0,0.1999999999999318,4.0,-2.125,-8.299999999999999
2015-05-31,AliceSprings,0.0,6.2,SSE,35.0,ESE,SSE,64.0,1021.3,6.0,No,No,Northern Territory,17.3,3.799999999999999,0.0,0.0,1.2000000000000002,-2.0,-16.0,-0.6000000000000227,0.0,-1.6499999999999986,-7.800000000000001
2015-06-01,AliceSprings,0.0,5.0,ESE,41.0,ESE,ESE,65.0,1024.6,6.0,No,No,Northern Territory,15.25,7.099999999999998,0.0,0.0,-1.2000000000000002,6.0,1.0,3.2999999999999545,0.0,-2.0500000000000007,3.299999999999999
2015-06-02,AliceSprings,0.0,5.6,E,31.0,E,ESE,50.0,1025.3,2.0,No,No,Northern Territory,15.425,18.299999999999997,0.0,0.0,0.5999999999999996,-10.0,-15.0,0.7000000000000455,-4.0,0.1750000000000007,11.2
2015-06-03,AliceSprings,0.0,4.0,SW,35.0,NNE,NNW,37.0,1021.9,7.0,No,No,Northern Territory,20.125,21.299999999999997,0.0,0.0,-1.5999999999999996,4.0,-13.0,-3.3999999999999773,5.0,4.699999999999999,3.0
2015-06-04,AliceSprings,0.0,4.0,SE,33.0,W,SE,37.0,1024.8,0.0,No,No,Northern Territory,18.325,16.5,0.0,0.0,0.0,-2.0,0.0,2.8999999999999773,-7.0,-1.8000000000000007,-4.799999999999997
2015-06-05,AliceSprings,0.0,5.6,ESE,43.0,SW,ESE,56.0,1027.4,0.0,No,No,Northern Territory,15.875,18.3,0.0,0.0,1.5999999999999996,10.0,19.0,2.6000000000001364,0.0,-2.4499999999999993,1.8000000000000007
2015-06-06,AliceSprings,0.0,5.2,E,33.0,E,E,48.0,1027.4,3.0,No,No,Northern Territory,13.625,18.400000000000002,0.0,0.0,-0.39999999999999947,-10.0,-8.0,0.0,3.0,-2.25,0.10000000000000142
2015-06-07,AliceSprings,0.0,4.2,ESE,26.0,ESE,ESE,51.0,1025.7,5.0,No,No,Northern Territory,13.1,20.599999999999998,0.0,0.0,-1.0,-7.0,3.0,-1.7000000000000455,2.0,-0.5250000000000004,2.1999999999999957
2015-06-08,AliceSprings,0.0,4.0,ESE,26.0,WSW,SSE,43.0,1024.5,2.0,No,No,Northern Territory,13.024999999999999,20.9,0.0,0.0,-0.20000000000000018,0.0,-8.0,-1.2000000000000455,-3.0,-0.07500000000000107,0.3000000000000007
2015-06-09,AliceSprings,0.0,6.199999999999999,SSE,33.0,W,ESE,43.0,1026.2,1.5,No,No,Northern Territory,13.325,18.8,0.0,0.0,2.1999999999999993,7.0,0.0,1.7000000000000455,-0.5,0.3000000000000007,-2.099999999999998
2015-06-10,AliceSprings,0.0,8.399999999999999,SE,35.0,SE,SE,72.0,1027.8,1.0,No,No,Northern Territory,12.325000000000001,10.4,0.0,0.0,2.1999999999999993,2.0,29.0,1.599999999999909,-0.5,-0.9999999999999982,-8.4
2015-06-11,AliceSprings,0.0,10.6,ESE,35.0,S,ESE,73.0,1026.8,6.0,No,No,Northern Territory,14.024999999999999,13.799999999999999,0.0,0.0,2.200000000000001,0.0,1.0,-1.0,5.0,1.6999999999999975,3.3999999999999986
2015-06-12,AliceSprings,0.0,3.6,ESE,35.0,WNW,E,57.0,1023.9,6.0,No,No,Northern Territory,14.674999999999999,15.7,0.0,0.0,-7.0,0.0,-16.0,-2.8999999999999773,0.0,0.6500000000000004,1.9000000000000004
2015-06-13,AliceSprings,0.0,4.0,ESE,26.0,ESE,SE,62.0,1020.8,6.0,No,Yes,Northern Territory,16.799999999999997,16.2,2.4,0.0,0.3999999999999999,-9.0,5.0,-3.1000000000000227,0.0,2.1249999999999982,0.5
2015-06-14,AliceSprings,2.4,2.2,WNW,30.0,W,NW,97.0,1019.7,8.0,Yes,No,Northern Territory,17.2,13.100000000000001,0.0,2.4,-1.7999999999999998,4.0,35.0,-1.099999999999909,2.0,0.40000000000000213,-3.099999999999998
2015-06-15,AliceSprings,0.0,2.4,WNW,31.0,NE,WNW,90.0,1019.8,8.0,No,No,Northern Territory,18.925,15.400000000000002,0.0,-2.4,0.19999999999999973,1.0,-7.0,0.09999999999990905,0.0,1.7250000000000014,2.3000000000000007
2015-06-16,AliceSprings,0.0,2.4,S,39.0,E,SE,90.0,1019.1,5.0,No,No,Northern Territory,17.924999999999997,12.6,0.0,0.0,0.0,8.0,0.0,-0.6999999999999318,-3.0,-1.0000000000000036,-2.8000000000000025
2015-06-17,AliceSprings,0.0,3.0,S,48.0,ESE,E,78.0,1022.1,1.0,No,No,Northern Territory,14.25,14.799999999999999,0.0,0.0,0.6000000000000001,9.0,-12.0,3.0,-4.0,-3.674999999999997,2.1999999999999993
2015-06-18,AliceSprings,0.0,3.6,E,28.0,WSW,ESE,75.0,1023.3,1.0,No,No,Northern Territory,12.775,14.9,0.0,0.0,0.6000000000000001,-20.0,-3.0,1.1999999999999318,0.0,-1.4749999999999996,0.10000000000000142
2015-06-19,AliceSprings,0.0,3.2,SSE,33.0,NNE,ESE,68.0,1025.0,1.0,No,No,Northern Territory,11.8,15.0,0.0,0.0,-0.3999999999999999,5.0,-7.0,1.7000000000000455,0.0,-0.9749999999999996,0.09999999999999964
2015-06-20,AliceSprings,0.0,3.8,E,33.0,E,E,68.0,1025.5,1.0,No,No,Northern Territory,11.600000000000001,15.500000000000002,0.0,0.0,0.5999999999999996,0.0,0.0,0.5,0.0,-0.1999999999999993,0.5000000000000018
2015-06-21,AliceSprings,0.0,2.8,ENE,26.0,ENE,ENE,63.0,1023.7,0.0,No,No,Northern Territory,12.850000000000001,20.1,0.0,0.0,-1.0,-7.0,-5.0,-1.7999999999999545,-1.0,1.25,4.6
2015-06-22,AliceSprings,0.0,4.0,N,30.0,NW,N,36.0,1021.2,0.0,No,No,Northern Territory,15.625,23.200000000000003,0.0,0.0,1.2000000000000002,4.0,-27.0,-2.5,0.0,2.7749999999999986,3.1000000000000014
2015-06-23,AliceSprings,0.0,5.0,SSW,33.0,ESE,SSW,27.0,1019.8,1.0,No,No,Northern Territory,18.55,20.3,0.0,0.0,1.0,3.0,-9.0,-1.400000000000091,1.0,2.9250000000000007,-2.900000000000002
2015-06-24,AliceSprings,0.0,5.2,SSE,35.0,S,SE,57.0,1027.8,6.0,No,No,Northern Territory,12.399999999999999,12.999999999999998,0.0,0.0,0.20000000000000018,2.0,30.0,8.0,5.0,-6.150000000000002,-7.3000000000000025
2015-06-25,AliceSprings,0.0,3.8,E,41.0,SE,ESE,58.0,1031.3,5.0,No,No,Northern Territory,10.875,14.1,0.0,0.0,-1.4000000000000004,6.0,1.0,3.5,-1.0,-1.5249999999999986,1.1000000000000014
2015-06-26,AliceSprings,0.0,4.0,ESE,31.0,SSE,SSE,86.0,1031.0,7.0,No,No,Northern Territory,9.275,15.600000000000001,0.0,0.0,0.20000000000000018,-10.0,28.0,-0.2999999999999545,2.0,-1.5999999999999996,1.5000000000000018
2015-06-27,AliceSprings,0.0,3.0,E,35.0,SE,E,71.0,1029.4,7.0,No,No,Northern Territory,10.600000000000001,17.4,0.0,0.0,-1.0,4.0,-15.0,-1.599999999999909,0.0,1.325000000000001,1.7999999999999972
2015-06-28,AliceSprings,0.0,2.6,E,39.0,ESE,E,68.0,1028.5,0.0,No,No,Northern Territory,12.4,18.7,0.0,0.0,-0.3999999999999999,4.0,-3.0,-0.900000000000091,-7.0,1.799999999999999,1.3000000000000007
2015-06-29,AliceSprings,0.0,4.0,S,33.0,SE,S,66.0,1026.4,2.0,No,No,Northern Territory,16.0,15.000000000000002,0.0,0.0,1.4,-6.0,-2.0,-2.099999999999909,2.0,3.5999999999999996,-3.6999999999999975
2015-06-30,AliceSprings,0.0,4.0,ESE,33.0,SE,ESE,84.0,1028.8,8.0,No,No,Northern Territory,14.5,9.400000000000002,0.0,0.0,0.0,0.0,18.0,2.3999999999998636,6.0,-1.5,-5.6
2015-07-01,AliceSprings,0.0,3.8,ESE,26.0,SW,SSE,80.0,1030.0,7.0,No,No,Northern Territory,13.024999999999999,16.3,0.0,0.0,-0.20000000000000018,-7.0,-4.0,1.2000000000000455,-1.0,-1.4750000000000014,6.899999999999999
2015-07-02,AliceSprings,0.0,2.0,SSE,43.0,ESE,SE,68.0,1028.9,0.0,No,No,Northern Territory,11.7,18.0,0.0,0.0,-1.7999999999999998,17.0,-12.0,-1.099999999999909,-7.0,-1.3249999999999993,1.6999999999999993
2015-07-03,AliceSprings,0.0,5.2,ESE,28.0,ESE,E,51.0,1026.8,0.0,No,No,Northern Territory,10.75,18.900000000000002,0.0,0.0,3.2,-15.0,-17.0,-2.1000000000001364,0.0,-0.9499999999999993,0.9000000000000021
2015-07-04,AliceSprings,0.0,3.6,S,31.0,WNW,SSW,50.0,1023.5,0.0,No,No,Northern Territory,10.65,20.5,0.0,0.0,-1.6,3.0,-1.0,-3.2999999999999545,0.0,-0.09999999999999964,1.5999999999999979
2015-07-05,AliceSprings,0.0,3.2,ESE,19.0,NW,N,47.0,1023.1,0.0,No,No,Northern Territory,11.325000000000001,20.5,0.0,0.0,-0.3999999999999999,-12.0,-3.0,-0.39999999999997726,0.0,0.6750000000000007,0.0
2015-07-06,AliceSprings,0.0,3.8,E,31.0,WNW,ESE,39.0,1021.9,0.0,No,No,Northern Territory,12.975,21.3,0.0,0.0,0.5999999999999996,12.0,-8.0,-1.2000000000000455,0.0,1.6499999999999986,0.8000000000000007
2015-07-07,AliceSprings,0.0,3.2,E,41.0,ESE,E,47.0,1022.9,1.0,No,No,Northern Territory,12.675,18.7,0.0,0.0,-0.5999999999999996,10.0,8.0,1.0,1.0,-0.29999999999999893,-2.6000000000000014
2015-07-08,AliceSprings,0.0,4.2,E,31.0,ESE,SE,46.0,1022.4,0.0,No,No,Northern Territory,12.2,17.9,0.0,0.0,1.0,-10.0,-1.0,-0.5,-1.0,-0.4750000000000014,-0.8000000000000007
2015-07-09,AliceSprings,0.0,4.0,ENE,28.0,E,NNW,40.0,1021.8,0.0,No,No,Northern Territory,13.925,22.7,0.0,0.0,-0.20000000000000018,-3.0,-6.0,-0.6000000000000227,0.0,1.7250000000000014,4.800000000000001
2015-07-10,AliceSprings,0.0,4.6,NNW,24.0,WSW,SSW,39.0,1022.1,1.0,No,No,Northern Territory,17.775,14.099999999999998,0.0,0.0,0.5999999999999996,-4.0,-1.0,0.3000000000000682,1.0,3.849999999999998,-8.600000000000001
2015-07-11,AliceSprings,0.0,4.2,SSW,31.0,WSW,S,58.0,1025.8,2.0,No,No,Northern Territory,12.5,14.999999999999998,0.0,0.0,-0.39999999999999947,7.0,19.0,3.699999999999932,1.0,-5.274999999999999,0.9000000000000004
2015-07-12,AliceSprings,0.0,4.0,SSE,35.0,S,SSW,52.0,1029.0,0.0,No,No,Northern Territory,9.4,13.5,0.0,0.0,-0.20000000000000018,4.0,-6.0,3.2000000000000455,-2.0,-3.0999999999999996,-1.4999999999999982
2015-07-13,AliceSprings,0.0,4.0,ESE,33.0,SSE,SE,58.0,1029.5,1.0,No,No,Northern Territory,9.625,16.400000000000002,0.0,0.0,0.0,-2.0,6.0,0.5,1.0,0.22499999999999964,2.900000000000002
2015-07-14,AliceSprings,0.0,3.2,SE,28.0,WNW,ESE,60.0,1027.0,4.0,No,No,Northern Territory,8.7,14.5,0.0,0.0,-0.7999999999999998,-5.0,2.0,-2.5,3.0,-0.9250000000000007,-1.9000000000000021
2015-07-15,AliceSprings,0.0,2.4,SSE,35.0,SSE,SSE,60.0,1025.6,6.0,No,No,Northern Territory,10.925,9.8,0.0,0.0,-0.8000000000000003,7.0,0.0,-1.400000000000091,2.0,2.2250000000000014,-4.699999999999999
2015-07-16,AliceSprings,0.0,2.6,SE,46.0,SSE,SE,54.0,1027.7,4.0,No,No,Northern Territory,9.75,14.8,0.0,0.0,0.20000000000000018,11.0,-6.0,2.1000000000001364,-2.0,-1.1750000000000007,5.0
2015-07-17,AliceSprings,0.0,3.6,ESE,41.0,ESE,SE,49.5,1028.3,1.0,No,No,Northern Territory,8.375,17.5,0.0,0.0,1.0,-5.0,-4.5,0.599999999999909,-3.0,-1.375,2.6999999999999993
2015-07-18,AliceSprings,0.0,3.8,ESE,37.0,SSE,ESE,45.0,1029.1,0.0,No,No,Northern Territory,8.15,19.0,0.0,0.0,0.19999999999999973,-4.0,-4.5,0.7999999999999545,-1.0,-0.22499999999999964,1.5
2015-07-19,AliceSprings,0.0,3.2,E,37.0,SE,SE,59.0,1028.8,0.0,No,No,Northern Territory,7.925,19.8,0.0,0.0,-0.5999999999999996,0.0,14.0,-0.2999999999999545,0.0,-0.22500000000000053,0.8000000000000007
2015-07-20,AliceSprings,0.0,3.6,E,28.0,ESE,ENE,42.0,1026.6,0.0,No,No,Northern Territory,8.975,23.2,0.0,0.0,0.3999999999999999,-9.0,-17.0,-2.2000000000000455,0.0,1.0499999999999998,3.3999999999999986
2015-07-21,AliceSprings,0.0,4.0,N,37.0,NNW,NNW,21.0,1023.2,1.0,No,No,Northern Territory,13.975,24.7,0.0,0.0,0.3999999999999999,9.0,-21.0,-3.3999999999998636,1.0,5.0,1.5
2015-07-22,AliceSprings,0.0,5.0,S,28.0,SSW,SW,14.0,1021.7,4.0,No,No,Northern Territory,17.549999999999997,17.099999999999998,0.0,0.0,1.0,-9.0,-7.0,-1.5,3.0,3.5749999999999975,-7.600000000000001
2015-07-23,AliceSprings,0.0,6.2,N,52.0,N,NW,8.0,1020.4,7.0,No,No,Northern Territory,21.725,16.400000000000002,0.0,0.0,1.2000000000000002,24.0,-6.0,-1.3000000000000682,3.0,4.175000000000004,-0.6999999999999957
2015-07-24,AliceSprings,0.0,7.6,SSW,41.0,SW,SSW,42.0,1022.3,7.0,No,No,Northern Territory,16.6,7.700000000000001,0.0,0.0,1.3999999999999995,-11.0,34.0,1.8999999999999773,0.0,-5.125,-8.700000000000001
2015-07-25,AliceSprings,0.0,2.6,E,35.0,ESE,ESE,58.0,1024.6,6.0,No,No,Northern Territory,17.2,7.099999999999998,0.0,0.0,-5.0,-6.0,16.0,2.2999999999999545,-1.0,0.5999999999999979,-0.6000000000000032
2015-07-26,AliceSprings,0.0,4.0,SSE,37.0,SSE,SSE,72.0,1028.0,1.0,No,No,Northern Territory,13.425,14.100000000000001,0.0,0.0,1.4,2.0,14.0,3.400000000000091,-5.0,-3.7749999999999986,7.0000000000000036
2015-07-27,AliceSprings,0.0,4.4,ESE,44.0,SE,SE,59.0,1032.9,4.0,No,No,Northern Territory,13.65,11.0,0.0,0.0,0.40000000000000036,7.0,-13.0,4.900000000000091,3.0,0.22499999999999964,-3.1000000000000014
2015-07-28,AliceSprings,0.0,5.6,ESE,41.0,ESE,E,54.0,1034.1,1.0,No,No,Northern Territory,10.024999999999999,18.4,0.0,0.0,1.1999999999999993,-3.0,-5.0,1.199999999999818,-3.0,-3.6250000000000018,7.399999999999999
2015-07-29,AliceSprings,0.0,4.4,ENE,26.0,ESE,ESE,41.0,1029.2,1.0,No,No,Northern Territory,11.575,24.0,0.0,0.0,-1.1999999999999993,-15.0,-13.0,-4.899999999999864,0.0,1.5500000000000007,5.600000000000001
2015-07-30,AliceSprings,0.0,4.4,SSE,22.0,ESE,S,26.0,1026.1,0.0,No,No,Northern Territory,14.775,25.400000000000002,0.0,0.0,0.0,-4.0,-15.0,-3.1000000000001364,-1.0,3.200000000000001,1.4000000000000021
2015-07-31,AliceSprings,0.0,4.6,E,31.0,ESE,E,18.0,1023.3,0.0,No,No,Northern Territory,18.375,21.9,0.0,0.0,0.1999999999999993,9.0,-8.0,-2.7999999999999545,0.0,3.5999999999999996,-3.5000000000000036
2015-08-01,AliceSprings,0.0,6.8,NNW,41.0,N,NNW,15.0,1019.7,0.0,No,No,Northern Territory,21.825,21.0,0.0,0.0,2.2,10.0,-3.0,-3.599999999999909,0.0,3.4499999999999993,-0.8999999999999986
2015-08-02,AliceSprings,0.0,7.6,SE,41.0,SSW,SSE,37.0,1023.0,0.0,No,No,Northern Territory,17.125,15.0,0.0,0.0,0.7999999999999998,0.0,22.0,3.2999999999999545,0.0,-4.699999999999999,-6.0
2015-08-03,AliceSprings,0.0,5.6,ESE,44.0,SE,SE,48.0,1028.8,0.0,No,No,Northern Territory,12.225000000000001,12.899999999999999,0.0,0.0,-2.0,3.0,11.0,5.7999999999999545,0.0,-4.899999999999999,-2.1000000000000014
